"parkingstreetkey","USRN","StreetName","parkingZoneKey"
"2985","8400069","Coach And Horses Yard","47"
"5790","8400069","Coach And Horses Yard","47"
"1916","8400070","Denholme Road","30"
"3090","8400070","Denholme Road","30"
"5853","8400070","Denholme Road","30"
"1959","8400071","Downing Street","57"
"3126","8400071","Downing Street","57"
"5126","8400071","Downing Street","57"
"1962","8400072","Drayford Close","30"
"3127","8400072","Drayford Close","30"
"5878","8400072","Drayford Close","30"
"3128","8400073","Droop Street","30"
"4776","8400073","Droop Street","30"
"1965","8400074","Drummond Gate","2"
"5879","8400074","Drummond Gate","2"
"3129","8400074","Drummond Gate","2"
"1967","8400075","Dryden Street","57"
"3131","8400075","Dryden Street","57"
"5881","8400075","Dryden Street","57"
"1968","8400076","Duchess Mews","52"
"3132","8400076","Duchess Mews","52"
"5882","8400076","Duchess Mews","52"
"5883","8400077","Duchess Street","52"
"3133","8400077","Duchess Street","52"
"1969","8400077","Duchess Street","52"
"2019","8400078","Ebury Mews","3"
"3176","8400078","Ebury Mews","3"
"5908","8400078","Ebury Mews","3"
"2020","8400079","Ebury Mews East","3"
"3177","8400079","Ebury Mews East","3"
"5909","8400079","Ebury Mews East","3"
"2021","8400080","Ebury Square","3"
"3178","8400080","Ebury Square","3"
"5910","8400080","Ebury Square","3"
"393","8400081","Mandeville Place","52"
"3731","8400081","Mandeville Place","52"
"6228","8400081","Mandeville Place","52"
"394","8400082","Manette Street","57"
"3732","8400082","Manette Street","57"
"6229","8400082","Manette Street","57"
"395","8400083","Mansfield Mews","52"
"6230","8400083","Mansfield Mews","52"
"3733","8400083","Mansfield Mews","52"
"396","8400084","Mansfield Street","52"
"3734","8400084","Mansfield Street","52"
"6231","8400084","Mansfield Street","52"
"397","8400085","Maple Mews","29"
"6232","8400085","Maple Mews","29"
"3735","8400085","Maple Mews","29"
"398","8400086","Maple Walk","30"
"3736","8400086","Maple Walk","30"
"6233","8400086","Maple Walk","30"
"400","8400087","Marban Road","30"
"3737","8400087","Marban Road","30"
"5429","8400087","Marban Road","30"
"2339","8400088","Hatton Row","15"
"4763","8400088","Hatton Row","12"
"6063","8400088","Hatton Row","12"
"2340","8400089","Hatton Street","15"
"5276","8400089","Hatton Street","12"
"6064","8400089","Hatton Street","12"
"3449","8400089","Hatton Street","15"
"2342","8400090","Hawthorn Walk","30"
"3451","8400090","Hawthorn Walk","30"
"6066","8400090","Hawthorn Walk","30"
"2344","8400091","Hay Hill","47"
"3452","8400091","Hay Hill","47"
"5422","8400091","Hay Hill","47"
"252","8400092","Hay's Mews","47"
"2348","8400092","Hay's Mews","47"
"3455","8400092","Hay's Mews","47"
"6067","8400092","Hay's Mews","47"
"2031","8400093","Edbrooke Road","29"
"3187","8400093","Edbrooke Road","29"
"5913","8400093","Edbrooke Road","29"
"251","8400094","Hayes Place","15"
"2343","8400094","Hayes Place","15"
"5277","8400094","Hayes Place","11"
"6068","8400094","Hayes Place","11"
"3453","8400094","Hayes Place","11"
"2345","8400095","Haymarket","75"
"2346","8400095","Haymarket","57"
"2347","8400095","Haymarket","75"
"3454","8400095","Haymarket","57"
"4700","8400095","Haymarket","57"
"2350","8400096","Head's Mews","13"
"3457","8400096","Head's Mews","13"
"4913","8400096","Head's Mews","13"
"2349","8400097","Headfort Place","3"
"3456","8400097","Headfort Place","3"
"6069","8400097","Headfort Place","3"
"2351","8400098","Heather Walk","30"
"3458","8400098","Heather Walk","30"
"6070","8400098","Heather Walk","30"
"2267","8400099","Grosvenor Place","3"
"3387","8400099","Grosvenor Place","3"
"5438","8400099","Grosvenor Place","3"
"2268","8400100","Grosvenor Road","75"
"2269","8400100","Grosvenor Road","2"
"2270","8400100","Grosvenor Road","3"
"3388","8400100","Grosvenor Road","2"
"3389","8400100","Grosvenor Road","3"
"6035","8400100","Grosvenor Road","3"
"6716","8400100","Grosvenor Road","67"
"5133","8400101","Grosvenor Square","47"
"2271","8400101","Grosvenor Square","47"
"3390","8400101","Grosvenor Square","47"
"2156","8400102","George Yard","47"
"3293","8400102","George Yard","47"
"5976","8400102","George Yard","47"
"6030","8400103","Grosvenor Gardens","3"
"2260","8400103","Grosvenor Gardens","3"
"3382","8400103","Grosvenor Gardens","3"
"2272","8400104","Grosvenor Street","47"
"3391","8400104","Grosvenor Street","47"
"5300","8400104","Grosvenor Street","47"
"245","8400105","Grove Gardens","15"
"2276","8400105","Grove Gardens","15"
"3395","8400105","Grove Gardens","11"
"5273","8400105","Grove Gardens","11"
"6038","8400105","Grove Gardens","11"
"2277","8400106","Guildhouse Street","2"
"6039","8400106","Guildhouse Street","2"
"3396","8400106","Guildhouse Street","2"
"2279","8400107","Half Moon Street","47"
"5135","8400107","Half Moon Street","47"
"3397","8400107","Half Moon Street","47"
"2282","8400108","Halkin Mews","3"
"3399","8400108","Halkin Mews","3"
"6042","8400108","Halkin Mews","3"
"369","8400109","Mac Farren Place","51"
"6214","8400109","Mac Farren Place","51"
"3711","8400109","Mac Farren Place","51"
"2159","8400110","Gerald Road","3"
"3295","8400110","Gerald Road","3"
"5978","8400110","Gerald Road","3"
"2160","8400111","Gerrard Place","57"
"3296","8400111","Gerrard Place","57"
"5396","8400111","Gerrard Place","57"
"368","8400112","Macclesfield Street","57"
"6215","8400112","Macclesfield Street","57"
"3714","8400112","Macclesfield Street","57"
"370","8400113","Mackennal Street","29"
"3715","8400113","Mackennal Street","29"
"6216","8400113","Mackennal Street","29"
"371","8400114","Macroom Road","30"
"3716","8400114","Macroom Road","30"
"6217","8400114","Macroom Road","30"
"373","8400115","Maddox Street","47"
"3717","8400115","Maddox Street","47"
"5080","8400115","Maddox Street","47"
"374","8400116","Maida Avenue","15"
"6218","8400116","Maida Avenue","15"
"3718","8400116","Maida Avenue","15"
"379","8400117","Maiden Lane","57"
"3721","8400117","Maiden Lane","57"
"6219","8400117","Maiden Lane","57"
"2513","8400118","Knox Street","51"
"3600","8400118","Knox Street","51"
"6149","8400118","Knox Street","51"
"4051","8400119","Prince Of Wales Gate","74"
"2358","8400120","Henstridge Place","29"
"3463","8400120","Henstridge Place","29"
"6074","8400120","Henstridge Place","29"
"490","8400121","Montrose Court","4"
"6279","8400121","Montrose Court","4"
"3815","8400121","Montrose Court","4"
"3000","8400122","Coniston Court","50"
"266","8400123","Kendal Street","50"
"2470","8400123","Kendal Street","53"
"3558","8400123","Kendal Street","53"
"4833","8400123","Kendal Street","53"
"1956","8400124","Dove Walk","3"
"3118","8400124","Dove Walk","3"
"5872","8400124","Dove Walk","3"
"6131","8400125","Kendall Place","51"
"3559","8400125","Kendall Place","51"
"2469","8400125","Kendall Place","51"
"2471","8400126","Kennet Road","30"
"3560","8400126","Kennet Road","30"
"6132","8400126","Kennet Road","30"
"2337","8400127","Hatherley Street","39"
"6062","8400127","Hatherley Street","42"
"2338","8400127","Hatherley Street","63"
"3448","8400127","Hatherley Street","42"
"2473","8400128","Kenrick Place","51"
"3561","8400128","Kenrick Place","51"
"6133","8400128","Kenrick Place","51"
"267","8400129","Kensington Gardens Square","14"
"2475","8400129","Kensington Gardens Square","14"
"2476","8400129","Kensington Gardens Square","14"
"3562","8400129","Kensington Gardens Square","14"
"4962","8400129","Kensington Gardens Square","14"
"2480","8400130","Kent Terrace","71"
"3566","8400130","Kent Terrace","74"
"4039","8400131","Portobello Passage","57"
"5866","8400132","Devonshire Row Mews","51"
"3107","8400132","Devonshire Row Mews","51"
"1935","8400132","Devonshire Row Mews","51"
"651","8400133","Park Crescent","51"
"3961","8400133","Park Crescent","51"
"6341","8400133","Park Crescent","51"
"1819","8400134","Allitsen Road","29"
"2572","8400134","Allitsen Road","29"
"5545","8400134","Allitsen Road","29"
"2333","8400135","Harrow Street","15"
"3443","8400135","Harrow Street","15"
"6060","8400135","Harrow Street","15"
"250","8400136","Harrowby Street","51"
"2334","8400136","Harrowby Street","51"
"3445","8400136","Harrowby Street","54"
"4749","8400136","Harrowby Street","54"
"6061","8400136","Harrowby Street","54"
"2335","8400137","Hatherley Grove","14"
"4956","8400137","Hatherley Grove","14"
"3447","8400137","Hatherley Grove","14"
"744","8400138","Portgate Close","30"
"4029","8400138","Portgate Close","30"
"6375","8400138","Portgate Close","30"
"2488","8400139","Kildare Terrace","14"
"3574","8400139","Kildare Terrace","14"
"4964","8400139","Kildare Terrace","14"
"745","8400140","Portland Mews","57"
"4030","8400140","Portland Mews","57"
"6376","8400140","Portland Mews","57"
"3427","8400141","Ha'Penny Bridge","30"
"6040","8400141","Ha'Penny Bridge","30"
"2012","8400142","Ebury Bridge","75"
"2013","8400142","Ebury Bridge","2"
"2014","8400142","Ebury Bridge","3"
"2015","8400142","Ebury Bridge","6"
"3171","8400142","Ebury Bridge","2"
"3172","8400142","Ebury Bridge","3"
"3173","8400142","Ebury Bridge","6"
"4878","8400142","Ebury Bridge","2"
"746","8400143","Portland Place","75"
"747","8400143","Portland Place","52"
"748","8400143","Portland Place","51"
"4031","8400143","Portland Place","51"
"4032","8400143","Portland Place","52"
"5416","8400143","Portland Place","51"
"749","8400144","Portman Close","52"
"4033","8400144","Portman Close","52"
"6377","8400144","Portman Close","52"
"750","8400145","Portman Gate","15"
"4034","8400145","Portman Gate","11"
"6378","8400145","Portman Gate","11"
"34","8400146","Old Pye Street","40"
"590","8400146","Old Pye Street","40"
"591","8400146","Old Pye Street","63"
"3901","8400146","Old Pye Street","42"
"5342","8400146","Old Pye Street","42"
"6319","8400146","Old Pye Street","42"
"592","8400147","Old Quebec Street","52"
"3902","8400147","Old Quebec Street","52"
"5159","8400147","Old Quebec Street","52"
"35","8400148","Old Queen Street","41"
"594","8400148","Old Queen Street","41"
"595","8400148","Old Queen Street","63"
"3903","8400148","Old Queen Street","42"
"5343","8400148","Old Queen Street","42"
"6320","8400148","Old Queen Street","42"
"6720","8400148","Old Queen Street","67"
"2496","8400149","King's Road","3"
"3585","8400149","King's Road","3"
"6140","8400149","King's Road","3"
"583","8400150","Oldbury Place","51"
"6321","8400150","Oldbury Place","51"
"3904","8400150","Oldbury Place","51"
"596","8400151","Oliphant Street","30"
"3905","8400151","Oliphant Street","30"
"6322","8400151","Oliphant Street","30"
"599","8400152","Orange Street","57"
"3908","8400152","Orange Street","57"
"5240","8400152","Orange Street","57"
"602","8400153","Orchard Street","52"
"3910","8400153","Orchard Street","52"
"5160","8400153","Orchard Street","52"
"36","8400154","Orchardson Street","15"
"601","8400154","Orchardson Street","15"
"3911","8400154","Orchardson Street","12"
"6325","8400154","Orchardson Street","12"
"603","8400155","Ordnance Hill","29"
"3912","8400155","Ordnance Hill","29"
"6326","8400155","Ordnance Hill","29"
"625","8400156","Oxford Circus Avenue","57"
"6333","8400156","Oxford Circus Avenue","57"
"3932","8400156","Oxford Circus Avenue","57"
"3581","8400157","King Street","57"
"4834","8400157","King Street","47"
"2499","8400157","King Street","47"
"2500","8400157","King Street","57"
"627","8400158","Oxford Square","50"
"3935","8400158","Oxford Square","50"
"5305","8400158","Oxford Square","50"
"628","8400159","Oxford Street","51"
"629","8400159","Oxford Street","47"
"630","8400159","Oxford Street","57"
"3936","8400159","Oxford Street","47"
"3937","8400159","Oxford Street","52"
"3938","8400159","Oxford Street","57"
"5086","8400159","Oxford Street","52"
"633","8400160","Paddington Street","51"
"5161","8400160","Paddington Street","51"
"3946","8400160","Paddington Street","51"
"635","8400161","Page Street","39"
"636","8400161","Page Street","63"
"3947","8400161","Page Street","39"
"5409","8400161","Page Street","39"
"637","8400162","Palace Court","14"
"4981","8400162","Palace Court","14"
"3948","8400162","Palace Court","14"
"639","8400163","Palace Place","41"
"640","8400163","Palace Place","63"
"6337","8400163","Palace Place","42"
"3951","8400163","Palace Place","42"
"1043","8400164","Shepherd Market","47"
"4223","8400164","Shepherd Market","47"
"4856","8400164","Shepherd Market","47"
"1045","8400165","Shepherd Street","47"
"4225","8400165","Shepherd Street","47"
"4797","8400165","Shepherd Street","47"
"1044","8400166","Shepherds Place","47"
"6487","8400166","Shepherds Place","47"
"4226","8400166","Shepherds Place","47"
"1046","8400167","Sheraton Street","57"
"4227","8400167","Sheraton Street","57"
"5095","8400167","Sheraton Street","57"
"1050","8400168","Sherlock Mews","51"
"4228","8400168","Sherlock Mews","51"
"6488","8400168","Sherlock Mews","51"
"4229","8400169","Sherwood Court","51"
"1051","8400170","Sherwood Street","57"
"4230","8400170","Sherwood Street","57"
"5433","8400170","Sherwood Street","57"
"2144","8400171","Garrick Yard","57"
"3283","8400171","Garrick Yard","57"
"5969","8400171","Garrick Yard","57"
"1053","8400172","Shirland Mews","30"
"4232","8400172","Shirland Mews","30"
"6490","8400172","Shirland Mews","30"
"2533","8400173","Langham Place","52"
"3622","8400173","Langham Place","52"
"6158","8400173","Langham Place","52"
"3683","8400174","Lords View","9"
"334","8400175","Lorne Close","15"
"6196","8400175","Lorne Close","11"
"3684","8400175","Lorne Close","11"
"336","8400176","Lothrop Street","30"
"3685","8400176","Lothrop Street","30"
"6197","8400176","Lothrop Street","30"
"2486","8400177","Kilburn Park Road","29"
"3571","8400177","Kilburn Park Road","29"
"3572","8400177","Kilburn Park Road","29"
"5454","8400177","Kilburn Park Road","29"
"340","8400178","Lower Belgrave Street","3"
"3689","8400178","Lower Belgrave Street","3"
"4789","8400178","Lower Belgrave Street","3"
"341","8400179","Lower Grosvenor Place","3"
"3690","8400179","Lower Grosvenor Place","3"
"6199","8400179","Lower Grosvenor Place","3"
"6752","8400179","Lower Grosvenor Place","3"
"342","8400180","Lower James Street","57"
"3691","8400180","Lower James Street","57"
"3692","8400180","Lower James Street","59"
"5432","8400180","Lower James Street","57"
"343","8400181","Lower John Street","57"
"5238","8400181","Lower John Street","57"
"3693","8400181","Lower John Street","57"
"345","8400182","Lowndes Close","3"
"3695","8400182","Lowndes Close","3"
"6201","8400182","Lowndes Close","3"
"348","8400183","Lowndes Place","3"
"3696","8400183","Lowndes Place","3"
"6202","8400183","Lowndes Place","3"
"2026","8400184","Eccleston Square","2"
"3184","8400184","Eccleston Square","2"
"4879","8400184","Eccleston Square","2"
"412","8400185","Marlborough Place","29"
"3749","8400185","Marlborough Place","29"
"5475","8400185","Marlborough Place","29"
"409","8400186","Market Mews","47"
"3745","8400186","Market Mews","47"
"6237","8400186","Market Mews","47"
"724","8400187","Ponsonby Place","39"
"725","8400187","Ponsonby Place","63"
"4016","8400187","Ponsonby Place","39"
"6372","8400187","Ponsonby Place","39"
"726","8400188","Ponsonby Terrace","39"
"727","8400188","Ponsonby Terrace","63"
"4017","8400188","Ponsonby Terrace","39"
"6373","8400188","Ponsonby Terrace","39"
"735","8400189","Porchester Road","14"
"4023","8400189","Porchester Road","14"
"4987","8400189","Porchester Road","14"
"729","8400190","Poplar Place","14"
"4018","8400190","Poplar Place","14"
"4984","8400190","Poplar Place","14"
"732","8400191","Porchester Gardens","14"
"4019","8400191","Porchester Gardens","14"
"4793","8400191","Porchester Gardens","14"
"731","8400192","Porchester Gardens Mews","14"
"4020","8400192","Porchester Gardens Mews","14"
"4985","8400192","Porchester Gardens Mews","14"
"50","8400193","Porchester Place","50"
"734","8400193","Porchester Place","50"
"4022","8400193","Porchester Place","53"
"4850","8400193","Porchester Place","53"
"73","8400194","St George's Drive","2"
"942","8400194","St George's Drive","2"
"4293","8400194","St George's Drive","2"
"4892","8400194","St George's Drive","2"
"1680","8400195","Charlotte Place","75"
"498","8400196","Moreton Terrace Mews North","2"
"3824","8400196","Moreton Terrace Mews North","2"
"4887","8400196","Moreton Terrace Mews North","2"
"74","8400197","St George's Square","2"
"946","8400197","St George's Square","2"
"4295","8400197","St George's Square","2"
"4893","8400197","St George's Square","2"
"947","8400198","St George's Square Mews","2"
"4296","8400198","St George's Square Mews","2"
"6521","8400198","St George's Square Mews","2"
"2077","8400199","Erasmus Street","39"
"2078","8400199","Erasmus Street","63"
"5933","8400199","Erasmus Street","39"
"3223","8400199","Erasmus Street","39"
"1257","8400200","Vauxhall Bridge","2"
"1258","8400200","Vauxhall Bridge","39"
"1259","8400200","Vauxhall Bridge","63"
"4479","8400200","Vauxhall Bridge","2"
"4480","8400200","Vauxhall Bridge","39"
"6619","8400200","Vauxhall Bridge","39"
"521","8400201","Newburgh Street","57"
"6295","8400201","Newburgh Street","57"
"3854","8400201","Newburgh Street","57"
"663","8400203","Park Square Mews","71"
"3973","8400203","Park Square Mews","74"
"2039","8400204","Edinburgh Gate","4"
"3195","8400204","Edinburgh Gate","4"
"5915","8400204","Edinburgh Gate","4"
"664","8400205","Park Square West","75"
"3975","8400205","Park Square West","74"
"665","8400206","Park Street","47"
"3976","8400206","Park Street","47"
"5088","8400206","Park Street","47"
"45","8400207","Park West Place","50"
"666","8400207","Park West Place","50"
"667","8400207","Park West Place","50"
"3977","8400207","Park West Place","53"
"4848","8400207","Park West Place","53"
"671","8400208","Parliament Street","57"
"6347","8400208","Parliament Street","57"
"3979","8400208","Parliament Street","57"
"673","8400209","Passmore Street","3"
"6349","8400209","Passmore Street","3"
"3981","8400209","Passmore Street","3"
"674","8400210","Paveley Street","15"
"5201","8400210","Paveley Street","15"
"3982","8400210","Paveley Street","11"
"1942","8400211","Dolphin Square","2"
"3112","8400211","Dolphin Square","2"
"5868","8400211","Dolphin Square","2"
"675","8400212","Paxton Terrace","2"
"3983","8400212","Paxton Terrace","2"
"6350","8400212","Paxton Terrace","2"
"1914","8400213","Denbigh Street","2"
"4877","8400213","Denbigh Street","2"
"3088","8400213","Denbigh Street","2"
"736","8400214","Porchester Square","14"
"4024","8400214","Porchester Square","14"
"4988","8400214","Porchester Square","14"
"836","8400215","Rede Place","14"
"4113","8400215","Rede Place","14"
"4999","8400215","Rede Place","14"
"740","8400216","Porchester Terrace North","14"
"4026","8400216","Porchester Terrace North","14"
"4989","8400216","Porchester Terrace North","14"
"1222","8400217","Trevor Square","4"
"4453","8400217","Trevor Square","4"
"6605","8400217","Trevor Square","4"
"1223","8400218","Trevor Street","4"
"4454","8400218","Trevor Street","4"
"6606","8400218","Trevor Street","4"
"129","8400219","Tufton Street","40"
"1225","8400219","Tufton Street","40"
"1226","8400219","Tufton Street","63"
"5359","8400219","Tufton Street","42"
"6607","8400219","Tufton Street","42"
"4455","8400219","Tufton Street","42"
"1227","8400220","Turpentine Lane","2"
"4456","8400220","Turpentine Lane","2"
"4897","8400220","Turpentine Lane","2"
"4458","8400221","Tyburn Way","74"
"130","8400222","Udall Street","39"
"1230","8400222","Udall Street","39"
"1231","8400222","Udall Street","63"
"4459","8400222","Udall Street","42"
"5360","8400222","Udall Street","42"
"6609","8400222","Udall Street","42"
"5480","8400223","Porter Street","51"
"4027","8400223","Porter Street","51"
"741","8400223","Porter Street","51"
"1232","8400224","Ulster Place","71"
"4460","8400224","Ulster Place","74"
"4463","8400225","Unwin Road","5"
"1235","8400226","Upbrook Mews","17"
"4464","8400226","Upbrook Mews","17"
"6611","8400226","Upbrook Mews","17"
"1238","8400227","Upper Belgrave Street","3"
"4465","8400227","Upper Belgrave Street","3"
"6612","8400227","Upper Belgrave Street","3"
"834","8400228","Rathbone Street","52"
"4109","8400228","Rathbone Street","52"
"5244","8400228","Rathbone Street","52"
"838","8400229","Red Place","47"
"4111","8400229","Red Place","47"
"6410","8400229","Red Place","47"
"835","8400230","Redan Place","14"
"4112","8400230","Redan Place","14"
"4998","8400230","Redan Place","14"
"840","8400231","Reeves Mews","47"
"4114","8400231","Reeves Mews","47"
"6411","8400231","Reeves Mews","47"
"846","8400232","Regency Street","39"
"847","8400232","Regency Street","63"
"4117","8400232","Regency Street","39"
"4855","8400232","Regency Street","39"
"5348","8400232","Regency Street","42"
"848","8400233","Regent Place","57"
"4118","8400233","Regent Place","57"
"6413","8400233","Regent Place","57"
"4656","8400234","Abbey Orchard Estate","42"
"2444","8400235","Ivybridge Lane","57"
"3534","8400235","Ivybridge Lane","57"
"6114","8400235","Ivybridge Lane","57"
"812","8400238","Rainsford Street","75"
"4090","8400238","Rainsford Street","16"
"5038","8400238","Rainsford Street","16"
"5039","8400238","Rainsford Street","16"
"25","8400239","Morpeth Terrace","40"
"500","8400239","Morpeth Terrace","40"
"501","8400239","Morpeth Terrace","63"
"3826","8400239","Morpeth Terrace","42"
"5341","8400239","Morpeth Terrace","42"
"6281","8400239","Morpeth Terrace","42"
"618","8400240","Belgrave Yard","3"
"2662","8400240","Belgrave Yard","3"
"5597","8400240","Belgrave Yard","3"
"4002","8400241","Piccadilly Underpass","74"
"169","8400242","Albert Gate","4"
"1636","8400242","Albert Gate","4"
"4686","8400242","Albert Gate","3"
"5536","8400242","Albert Gate","3"
"1054","8400243","Shirland Road","30"
"1055","8400243","Shirland Road","29"
"1056","8400243","Shirland Road","30"
"4233","8400243","Shirland Road","29"
"4234","8400243","Shirland Road","30"
"5175","8400243","Shirland Road","29"
"104","8400244","Shouldham Street","51"
"1057","8400244","Shouldham Street","51"
"4235","8400244","Shouldham Street","54"
"4758","8400244","Shouldham Street","54"
"6491","8400244","Shouldham Street","54"
"1058","8400245","Shrewsbury Mews","13"
"4236","8400245","Shrewsbury Mews","13"
"4919","8400245","Shrewsbury Mews","13"
"1059","8400246","Shrewsbury Road","13"
"4920","8400246","Shrewsbury Road","13"
"4237","8400246","Shrewsbury Road","13"
"1060","8400247","Shroton Street","15"
"4238","8400247","Shroton Street","12"
"5294","8400247","Shroton Street","15"
"6492","8400247","Shroton Street","12"
"105","8400248","Siddons Lane","15"
"1061","8400248","Siddons Lane","15"
"4239","8400248","Siddons Lane","11"
"5295","8400248","Siddons Lane","11"
"6493","8400248","Siddons Lane","11"
"1064","8400249","Sixth Avenue","30"
"5424","8400249","Sixth Avenue","30"
"4241","8400249","Sixth Avenue","30"
"1066","8400250","Slingsby Place","57"
"6495","8400250","Slingsby Place","57"
"4242","8400250","Slingsby Place","57"
"1067","8400251","Smallbrook Mews","17"
"4243","8400251","Smallbrook Mews","16"
"5041","8400251","Smallbrook Mews","16"
"5042","8400251","Smallbrook Mews","16"
"2424","8400252","Balcombe Street","15"
"2622","8400252","Balcombe Street","15"
"5255","8400252","Balcombe Street","11"
"5461","8400252","Balcombe Street","11"
"91","8400255","St Mary's Terrace","15"
"976","8400255","St Mary's Terrace","15"
"6535","8400255","St Mary's Terrace","15"
"4322","8400255","St Mary's Terrace","15"
"6008","8400256","Great Queen Street","57"
"2221","8400256","Great Queen Street","57"
"3352","8400256","Great Queen Street","57"
"1726","8400257","Church Street Estate","15"
"2937","8400257","Church Street Estate","15"
"5759","8400257","Church Street Estate","15"
"1200","8400258","Tilney Street","47"
"4436","8400258","Tilney Street","47"
"4802","8400258","Tilney Street","47"
"123","8400259","Titchborne Row","50"
"1201","8400259","Titchborne Row","50"
"4437","8400259","Titchborne Row","50"
"5306","8400259","Titchborne Row","50"
"1202","8400260","Titchfield Road","29"
"6595","8400260","Titchfield Road","29"
"4438","8400260","Titchfield Road","29"
"124","8400261","Torquay Street","36"
"4441","8400261","Torquay Street","28"
"5477","8400261","Torquay Street","28"
"125","8400262","Tothill Street","41"
"1207","8400262","Tothill Street","75"
"1208","8400262","Tothill Street","41"
"1209","8400262","Tothill Street","44"
"1210","8400262","Tothill Street","63"
"4442","8400262","Tothill Street","42"
"4443","8400262","Tothill Street","44"
"5385","8400262","Tothill Street","42"
"6598","8400262","Tothill Street","42"
"1216","8400263","Townshend Road","29"
"4445","8400263","Townshend Road","29"
"6600","8400263","Townshend Road","29"
"1217","8400264","Trafalgar Square","57"
"4446","8400264","Trafalgar Square","57"
"5099","8400264","Trafalgar Square","57"
"128","8400265","Transept Street","51"
"1218","8400265","Transept Street","51"
"4447","8400265","Transept Street","54"
"4759","8400265","Transept Street","54"
"6601","8400265","Transept Street","54"
"1219","8400266","Trebeck Street","47"
"4450","8400266","Trebeck Street","47"
"6602","8400266","Trebeck Street","47"
"1274","8400267","Victoria Square","3"
"4490","8400267","Victoria Square","3"
"6625","8400267","Victoria Square","3"
"136","8400268","Warwick Avenue","23"
"1308","8400268","Warwick Avenue","75"
"1309","8400268","Warwick Avenue","24"
"1310","8400268","Warwick Avenue","24"
"6638","8400268","Warwick Avenue","29"
"4513","8400268","Warwick Avenue","9"
"4514","8400268","Warwick Avenue","15"
"4515","8400268","Warwick Avenue","28"
"4516","8400268","Warwick Avenue","29"
"4517","8400268","Warwick Avenue","29"
"1311","8400268","Warwick Avenue","29"
"1312","8400268","Warwick Avenue","15"
"1276","8400269","Victoria Street","75"
"1277","8400269","Victoria Street","41"
"1278","8400269","Victoria Street","40"
"1279","8400269","Victoria Street","41"
"1280","8400269","Victoria Street","61"
"5188","8400269","Victoria Street","42"
"1281","8400269","Victoria Street","63"
"4491","8400269","Victoria Street","42"
"4492","8400269","Victoria Street","41"
"4493","8400269","Victoria Street","62"
"1282","8400270","Vigo Street","47"
"4495","8400270","Vigo Street","47"
"5101","8400270","Vigo Street","47"
"1283","8400271","Villiers Street","57"
"4496","8400271","Villiers Street","57"
"5243","8400271","Villiers Street","57"
"134","8400272","Vincent Square","39"
"1284","8400272","Vincent Square","39"
"1285","8400272","Vincent Square","63"
"4497","8400272","Vincent Square","42"
"5361","8400272","Vincent Square","42"
"6626","8400272","Vincent Square","42"
"1286","8400273","Vincent Street","39"
"1287","8400273","Vincent Street","63"
"5411","8400273","Vincent Street","39"
"4498","8400273","Vincent Street","39"
"5362","8400273","Vincent Street","42"
"1288","8400274","Vine Street","47"
"6627","8400274","Vine Street","47"
"4499","8400274","Vine Street","47"
"1350","8400275","Wells Rise","29"
"4549","8400275","Wells Rise","29"
"6655","8400275","Wells Rise","29"
"1351","8400276","Wells Street","52"
"6656","8400276","Wells Street","52"
"4550","8400276","Wells Street","52"
"1352","8400277","Wesley Street","51"
"4552","8400277","Wesley Street","51"
"6657","8400277","Wesley Street","51"
"4553","8400278","West Carriage Drive","74"
"1374","8400279","West Eaton Place","3"
"4554","8400279","West Eaton Place","3"
"6658","8400279","West Eaton Place","3"
"1376","8400281","West Halkin Street","3"
"4556","8400281","West Halkin Street","3"
"6659","8400281","West Halkin Street","3"
"4557","8400282","West Mews","2"
"4901","8400282","West Mews","2"
"1411","8400283","Wigmore Street","52"
"4602","8400283","Wigmore Street","52"
"5189","8400283","Wigmore Street","52"
"5206","8400283","Wigmore Street","51"
"1426","8400284","Wilton Road","2"
"4614","8400284","Wilton Road","2"
"5404","8400284","Wilton Road","2"
"1427","8400285","Wilton Row","3"
"4615","8400285","Wilton Row","3"
"6689","8400285","Wilton Row","3"
"1428","8400286","Wilton Street","3"
"4616","8400286","Wilton Street","3"
"6690","8400286","Wilton Street","3"
"4617","8400287","Wilton Terrace","3"
"5191","8400287","Wilton Terrace","3"
"1430","8400288","Wimpole Mews","51"
"4618","8400288","Wimpole Mews","51"
"6691","8400288","Wimpole Mews","51"
"1431","8400289","Wimpole Street","52"
"1432","8400289","Wimpole Street","51"
"4619","8400289","Wimpole Street","51"
"4620","8400289","Wimpole Street","52"
"6692","8400289","Wimpole Street","52"
"1433","8400290","Winchester Street","2"
"4873","8400290","Winchester Street","2"
"4621","8400290","Winchester Street","2"
"4622","8400291","Windsor Gardens","29"
"6693","8400291","Windsor Gardens","29"
"4662","8400292","Abercorn Place","29"
"5485","8400292","Abercorn Place","29"
"1","8400293","Aberdeen Place","23"
"4663","8400293","Aberdeen Place","9"
"5521","8400293","Aberdeen Place","9"
"4664","8400294","Abingdon Street","42"
"5522","8400294","Abingdon Street","42"
"481","8400295","Abinger Mews","30"
"4665","8400295","Abinger Mews","30"
"5523","8400295","Abinger Mews","30"
"3784","8400296","Mews North","3"
"6255","8400296","Mews North","3"
"1861","8400297","Alma Square","29"
"5547","8400297","Alma Square","29"
"2574","8400297","Alma Square","29"
"1877","8400298","Alperton Street","30"
"2575","8400298","Alperton Street","30"
"5548","8400298","Alperton Street","30"
